Author/s,Title,Publication Year,Lens ID,DOI,Citing Works Count
K K Danilina; N.L. Gorbachevskaya,Исследование адаптивного статуса и аутистических проявлений у разновозрастных групп пациентов с моногенной формой расстройств аутистического спектра – синдромом Мартина–Белл,2020,089-749-376-922-841,10.17759/cpse.2020090204,1
G.U. Soldatova;E.I. Rasskazova,Multitasking as Simultaneous Execution and as a Task Shift: Approaches to Diagnostic of Media-Multitasking and its Efficacy in Children and Adolescents,2020,089-750-372-659-554,10.17759/exppsy.2020130406,4
Olga V. Mitina; N A Nizovskikh; M N Sharafutdinova,Psychologica lreadiness for management as a basis for potential competitiveness in prospective managers,2017,089-803-899-203-445,10.17759/pse.2017220308,1
Y.A. Kochetova; M.V. Klimakova,Foreign Studies of Separational Anxiety,2022,089-826-616-623-311,10.17759/jmfp.2022110104,6
M. V. Samuleeva; A. A. Smirnova; Z. A. Zorina,Sign-reference equivalence research methods in humans and animals,2019,090-998-236-156-180,10.17759/exppsy.2019120408,0
T V Ermolova; N B Florova; Aleksandr V. Litvinov,Computer addiction and computer literacy: two sides of the same process,2017,091-230-583-522-42X,10.17759/jmfp.2017060405,2
M. A. Tunkina; Ya. A. Korneeva; N. N. Simonova; A. A. Trofimova,Interrelation of individual-personal qualities and dynamics of functional states participants of the sea Arctic expedition,2022,091-466-034-229-600,10.29413/abs.2022-7.5-1.24,1
N V Kochetkov; E N Volozhaeva,Relationship Between Enthusiasm for Online Gaming and Learning Motivation Among Students of Different Status,2021,091-501-821-308-499,10.17759/pse.2021260403,1
T D Karyagina,Empathy as a Method: from the Philosophical Point of View,2015,091-505-831-873-588,10.17759/cpp.2015230510,2
S. Strogova; A. Sergienko;N.V. Zvereva,Cognitive Defect in Children and Adolescents with Schizophrenia Spectrum Disorders: Psychometric and Neuropsychological Approaches to the Assessment of Cognitive Disorders,2016,091-508-903-428-859,10.17759/cpse.2016050105,4
Valery G. Tylets; Tat’yana M. Krasnyanskaya; Aleksandr V. Lyakhov,Repertory characteristics of role models of university students’ security,2020,091-705-006-630-830,10.34216/2073-1426-2020-26-3-129-135,1
O.D. Pugovkina,"Глобализация автобиографической памяти (феномен, механизмы, эмпирические исследования)",2018,091-787-954-240-981,10.17759/jmfp.2018070312,0
E P Belinskaya,"Ontological Uncertainty and the Relationship of ""Dislike"" Review of the Book by E. Illuz ""Why Does Love Go Away? Sociology of Negative Relations"". Moscow; Berlin: Directmedia Publishing, 2022. 352 p.",2022,092-169-868-662-852,10.17759/sps.2022130214,0
A A Krysko,Prevention of Risky Sexual Behaviour through the Formation of Psychological Readiness to Parenthood,2017,092-637-213-922-347,10.17759/psyedu.2017090408,0
Tatyana F Bazylevitch,ARE THERE ANY PROBLEMS OF DIFFERENTIAL PSYCHOPHYSIOLOGY IN MODERN HUMAN STUDY,2016,092-785-971-226-468,10.18384/2310-7235-2016-2-6-21,1
T N Grechenko; A N Kharitonov; A V Zhegallo,Social structures and communications in the world of microorganisms,2019,092-965-203-666-186,10.17759/exppsy.2019120409,1
N V Meshkova; S N Enikolopov,Creativity and Deviance: The Present State of the Issue in Psychology,2020,094-055-980-135-611,10.17759/psylaw.2020100307,6
O.V. Rubtsova; A V Sidorov,“Special theatre” as a tool of social inclusion: Russian and international experience,2017,094-068-412-834-29X,10.17759/chp.2017130107,6
Vladimir G. Maralov; V.A. Sitarov,Irritability to People: Typology and Mechanisms,2018,094-592-562-962-255,10.15507/1991-9468.092.022.201803.493-507,3
Ю. А. Маракшина; Б.И. Беспалов; А. В. Вартанов,Влияние подавления ответа на вызванные потенциалы и время реакции в задаче Cтрупа,2017,094-761-063-020-014,10.17759/exppsy.2017100211,0
T M Ovsyannikova,Профессия тьютора в отечественной и зарубежной образовательной практике,2016,095-305-790-143-499,10.17759/jmfp.2016050308,2
V I Ekimova,Teambuilding in the student audience: pros and cons,2015,095-591-149-792-557,10.17759/jmfp.2015040203,2
Е.П. Белинская; А В Вечерин; Е Р Агадуллина,Опросник проактивного копинга: адаптация на неклинической выборке и прогностические возможности,2018,096-063-751-241-122,10.17759/cpse.2018070312,14
O B Krushelnitskaya,The Conference Commemorating Conference in Memory M.Yu. Kondratyev: Psychological Science and Practice on Social Changes and New Challenges of Our Time,2020,096-490-312-744-533,10.17759/sps.2020110214,1
E.G. Khoze; E.A. Lupenko; M.M. Marinova,Semantic Similarity of Verbal Designations and Static Emoji Expressions of Basic Emotions,2020,096-589-396-813-830,10.17759/exppsy.2020130306,2
Marina Iosifyan; Elena Mershina; D. A. Bazhenova; Valentin Sinitsyn; Olga Larina; Ekaterina Pechenkova,Мозговые механизмы нарушения модели психического при расстройствах аутистического спектра и шизофрении: обзор данных фМРТ,2020,096-834-028-230-187,10.17759/cpse.2020090102,5
О А Логунова;Dvoryanchikov,Исследование психологических особенностей личности и поведения серийных сексуальных убийц различных типов,2019,096-876-420-738-095,10.17759/psylaw.2019090104,4
O R Busarova,The problem of developing of readiness of the future legal psychologists to effective coping,2017,097-090-058-482-841,10.17759/psylaw.2017060204,1
A V Zhegallo,Eyetracking technology usage in cognitive experience preservation and transferring task,2018,097-178-467-907-210,10.17759/exppsy.2018110412,2
I.N. Vlasenkova;N.V. Zvereva,Level of intellectual development and features of association activity of children of normal and schizophrenia conditions in response to stimuli of different modalities,2015,097-400-939-177-67X,10.17759/cpse.2015040303,1
A.B. Kholmogorova,From the Editor,2016,097-559-970-622-772,10.17759/cpp.2016240301,0
А В Дегтярев; Д И Дегтярева,"Эмоциональный интеллект, психологическая граница личности и самоотношение в юношеском возрасте",2017,098-282-429-996-300,10.17759/psylaw.2017070408,0
V A Barabanschikov; A V Zhegallo,Okulomotor activity at the perception of dynamic and static expressions of the face,2018,098-413-095-669-269,10.17759/exppsy.2018110101,4
Х Р Летфуллина; З В Луковцева,Эмоциональная дезадаптация и суицидальный риск у старшеклассников в период подготовки к итоговой аттестации,2016,098-435-935-463-800,10.17759/psylaw.2016060405,2
E P Belinskaya; E. A. Stolbova; E. O. Tsikina,Mass Information Requests during the COVID-19 Pandemic: Psychological Determinants and Specific Features,2021,099-073-746-649-316,10.21603/2078-8975-2021-23-2-427-437,0
A V Milekhin; Irina B. Umnyashova; Igor Egorov,Regulatory and Ethical Basis of Primary Prevention of Drug Addiction in the Education System,2019,099-376-804-440-333,10.17759/psylaw.2019090408,4
О В Зарецкая,Зависимость от компьютерных онлайн-игр как разновидность аддиктивного поведения,2016,099-464-983-405-655,10.17759/sps.2016070308,5
M V Ermolaeva; E I Isaev; D V Lubovsky,Personality Trait Development in Psychology Students During the Graduate Year,2020,099-843-813-796-921,10.17759/pse.2020250203,11
М В Ермолаева; D V Lubovsky,Понятие встречи в психотерапии и психологии развития,2015,100-046-896-921-08X,10.17759/cpp.2015230308,5
O B Krushelnitskaya,Socially-psychological resource of perfection of educational space,2017,100-175-571-418-209,10.17759/sps.2017080411,1
В Е Петров; A V Kokurin,Оценка межличностной совместимости военнослужащих на основе изучения иерархии качеств личности,2018,100-176-206-726-769,10.17759/psylaw.2018080108,2
Valentina Gritsenko;O E Khukhlaev; R.I. Zinurova; Vsevolod Konstantinov; E.V. Kulesh; I.V. Malyshev; I.A. Novikova; A.V. Chernaya,Intercultural Competence as a Predictor of Adaptation of Foreign Students,2021,100-258-646-137-06X,10.17759/chp.2021170114,11
S V Gornostaev; V M Pozdnyakov,The Activity Approach as a Resource for the Development of the Psychological Theory of Loyalty to the Group of Belonging,2020,100-408-068-676-416,10.17759/sps.2020110404,2
Ю М Забродин; В Э Пахальян,Problems of Assessing the Compliance of Professional Activities of Practical Psychologists with the Requirements of the Implemented Standards (once again about experts and expertise in practical psychology),2018,100-953-647-193-017,10.17759/psyedu.2018100203,6
A.B. Kholmogorova,From the Editor,2021,100-968-959-713-992,10.17759/cpp.2021290401,0
N.N. Tolstykh,Social Psychology and Society Journal Celebrates its 5-th Anniversary!,2015,100-977-150-146-182,10.17759/sps.2015060401,0
M. Odintsova; M.G. Sorokova,"Coping Strategies and Coping Styles of Adolescents with Congenital and Acquired Disabilities (Cerebral Palsy, Oncology or Rheumatic Diseases Diagnosis)",2021,101-269-251-402-252,10.17759/cpse.2021100207,0
M. Odintsova; N.P. Radchikova,Self-Activation as a Personal Resource in University Inclusive Educational Environment,2018,101-314-942-992-319,10.17759/jmfp.2018070107,4
M V Bulygina,Sibling relationships and their role in human life,2021,101-340-054-382-706,10.17759/jmfp.2021100414,1
Anna Litvinova; Anna Koteneva; Alexey Kokurin; V.S. Ivanov,Problems of psychological safety of a person in extreme conditions of life,2021,101-457-316-523-994,10.17759/jmfp.2021100101,16
I R Martynova,Present-day foreign directions of researches of risk factors of unlawful behavior among minors,2016,101-788-719-150-607,10.17759/psylaw.2016060204,4
